i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
1352,1353,0.9815425405035277,2,2,same_sequence_same_split,training/flip/0044_000000010.jpg,training/flip/0044_000000011.jpg,flip__0044,flip__0044,training,training,flip,flip,10,11
2979,2980,0.9814690018581053,0,0,same_sequence_same_split,training/notflip/0058_000000017.jpg,training/notflip/0058_000000019.jpg,notflip__0058,notflip__0058,training,training,notflip,notflip,17,19
273,1696,0.9814537236865393,1,0,same_sequence_cross_split,testing/flip/0062_000000006.jpg,training/flip/0062_000000005.jpg,flip__0062,flip__0062,testing,training,flip,flip,6,5
366,2084,0.9814308484657659,0,0,same_sequence_cross_split,testing/notflip/0019_000000012.jpg,training/notflip/0019_000000013.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,12,13
2885,2886,0.9813949097854575,1,2,same_sequence_same_split,training/notflip/0054_000000024.jpg,training/notflip/0054_000000025.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,24,25
403,2212,0.9813692381374747,4,2,same_sequence_cross_split,testing/notflip/0026_000000029.jpg,training/notflip/0026_000000028.jpg,notflip__0026,notflip__0026,testing,training,notflip,notflip,29,28
466,467,0.9813475804402969,1,0,same_sequence_same_split,testing/notflip/0036_000000025.jpg,testing/notflip/0036_000000028.jpg,notflip__0036,notflip__0036,testing,testing,notflip,notflip,25,28
2364,2365,0.9813140250177634,0,2,same_sequence_same_split,training/notflip/0033_000000016.jpg,training/notflip/0033_000000017.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,16,17
460,2425,0.9812960939255685,2,4,same_sequence_cross_split,testing/notflip/0035_000000026.jpg,training/notflip/0035_000000029.jpg,notflip__0035,notflip__0035,testing,training,notflip,notflip,26,29
1775,1776,0.9812866366817478,1,0,same_sequence_same_split,training/notflip/0001_000000021.jpg,training/notflip/0001_000000022.jpg,notflip__0001,notflip__0001,training,training,notflip,notflip,21,22
486,487,0.9812791593135135,0,0,same_sequence_same_split,testing/notflip/0038_000000022.jpg,testing/notflip/0038_000000023.jpg,notflip__0038,notflip__0038,testing,testing,notflip,notflip,22,23
2399,2400,0.9812653460852215,0,2,same_sequence_same_split,training/notflip/0034_000000027.jpg,training/notflip/0034_000000028.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,27,28
500,2529,0.9812367976244035,0,0,same_sequence_cross_split,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000021.jpg,notflip__0040,notflip__0040,testing,training,notflip,notflip,18,21
383,2148,0.9812230291005871,1,0,same_sequence_cross_split,testing/notflip/0024_000000004.jpg,training/notflip/0024_000000005.jpg,notflip__0024,notflip__0024,testing,training,notflip,notflip,4,5
2385,2386,0.9811916075188679,0,0,same_sequence_same_split,training/notflip/0034_000000011.jpg,training/notflip/0034_000000012.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,11,12
396,2184,0.9811269985541013,2,2,same_sequence_cross_split,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000024.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,22,24
429,2307,0.9811201822844711,1,0,same_sequence_cross_split,testing/notflip/0030_000000028.jpg,training/notflip/0030_000000030.jpg,notflip__0030,notflip__0030,testing,training,notflip,notflip,28,30
2627,2629,0.9810757650090629,1,0,same_sequence_same_split,training/notflip/0044_000000016.jpg,training/notflip/0044_000000018.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,16,18
594,2980,0.9810487446620241,0,0,same_sequence_cross_split,testing/notflip/0058_000000020.jpg,training/notflip/0058_000000019.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,20,19
2466,2468,0.9810206584773122,2,0,same_sequence_same_split,training/notflip/0037_000000026.jpg,training/notflip/0037_000000029.jpg,notflip__0037,notflip__0037,training,training,notflip,notflip,26,29
2811,2812,0.9810187559602651,1,0,same_sequence_same_split,training/notflip/0051_000000027.jpg,training/notflip/0051_000000028.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,27,28
379,2142,0.9810157052972617,0,0,same_sequence_cross_split,testing/notflip/0023_000000024.jpg,training/notflip/0023_000000025.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,24,25
2702,2703,0.9810144224272267,1,2,same_sequence_same_split,training/notflip/0047_000000018.jpg,training/notflip/0047_000000019.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,18,19
2708,2709,0.9810143824827836,1,0,same_sequence_same_split,training/notflip/0047_000000026.jpg,training/notflip/0047_000000027.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,26,27
465,2445,0.9810090040294576,1,0,same_sequence_cross_split,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000022.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,20,22
2698,2699,0.9809952240674689,2,2,same_sequence_same_split,training/notflip/0047_000000014.jpg,training/notflip/0047_000000015.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,14,15
2777,2778,0.9809935816726281,1,0,same_sequence_same_split,training/notflip/0050_000000019.jpg,training/notflip/0050_000000020.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,19,20
2182,2184,0.9809594184518151,3,2,same_sequence_same_split,training/notflip/0025_000000020.jpg,training/notflip/0025_000000024.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,20,24
476,2460,0.9809515156390174,1,0,same_sequence_cross_split,testing/notflip/0037_000000018.jpg,training/notflip/0037_000000017.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,18,17
582,2935,0.9809270017537066,1,0,same_sequence_cross_split,testing/notflip/0056_000000022.jpg,training/notflip/0056_000000023.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,22,23
2562,2563,0.9809268428498719,1,0,same_sequence_same_split,training/notflip/0041_000000033.jpg,training/notflip/0041_000000035.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,33,35
2423,2427,0.9809067453995356,4,4,same_sequence_same_split,training/notflip/0035_000000027.jpg,training/notflip/0035_000000031.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,27,31
1800,1801,0.9808878420412781,0,2,same_sequence_same_split,training/notflip/0002_000000022.jpg,training/notflip/0002_000000023.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,22,23
2905,2908,0.980875994950714,0,0,same_sequence_same_split,training/notflip/0055_000000018.jpg,training/notflip/0055_000000021.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,18,21
2346,2347,0.9808742478506896,2,0,same_sequence_same_split,training/notflip/0032_000000022.jpg,training/notflip/0032_000000023.jpg,notflip__0032,notflip__0032,training,training,notflip,notflip,22,23
305,1829,0.9808445930076485,1,0,same_sequence_cross_split,testing/notflip/0003_000000025.jpg,training/notflip/0003_000000027.jpg,notflip__0003,notflip__0003,testing,training,notflip,notflip,25,27
1786,1787,0.9807922597862267,1,0,same_sequence_same_split,training/notflip/0002_000000004.jpg,training/notflip/0002_000000005.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,4,5
298,1793,0.9807617053179905,0,0,same_sequence_cross_split,testing/notflip/0002_000000012.jpg,training/notflip/0002_000000014.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,12,14
1080,1081,0.9807488863069115,0,0,same_sequence_same_split,training/flip/0028_000000007.jpg,training/flip/0028_000000008.jpg,flip__0028,flip__0028,training,training,flip,flip,7,8
1893,1894,0.9807238674454478,1,0,same_sequence_same_split,training/notflip/0006_000000012.jpg,training/notflip/0006_000000013.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,12,13
396,2181,0.9806991844634649,1,0,same_sequence_cross_split,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000019.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,22,19
2858,2859,0.9806696342064881,1,2,same_sequence_same_split,training/notflip/0053_000000023.jpg,training/notflip/0053_000000024.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,23,24
412,2258,0.9806592946918371,1,0,same_sequence_cross_split,testing/notflip/0028_000000024.jpg,training/notflip/0028_000000023.jpg,notflip__0028,notflip__0028,testing,training,notflip,notflip,24,23
297,1790,0.9806569119434327,1,0,same_sequence_cross_split,testing/notflip/0002_000000008.jpg,training/notflip/0002_000000010.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,8,10
2700,2702,0.9806370333760962,1,0,same_sequence_same_split,training/notflip/0047_000000016.jpg,training/notflip/0047_000000018.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,16,18
1850,1851,0.9806104380176185,0,0,same_sequence_same_split,training/notflip/0004_000000027.jpg,training/notflip/0004_000000028.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,27,28
2611,2612,0.9806060312480332,1,0,same_sequence_same_split,training/notflip/0043_000000028.jpg,training/notflip/0043_000000029.jpg,notflip__0043,notflip__0043,training,training,notflip,notflip,28,29
320,1874,0.9805973463447607,1,0,same_sequence_cross_split,testing/notflip/0005_000000022.jpg,training/notflip/0005_000000021.jpg,notflip__0005,notflip__0005,testing,training,notflip,notflip,22,21
2384,2385,0.9805846033415048,1,0,same_sequence_same_split,training/notflip/0034_000000010.jpg,training/notflip/0034_000000011.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,10,11
2808,2809,0.9805493041145258,2,0,same_sequence_same_split,training/notflip/0051_000000023.jpg,training/notflip/0051_000000024.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,23,24
2277,2278,0.9804779831963079,1,0,same_sequence_same_split,training/notflip/0029_000000021.jpg,training/notflip/0029_000000022.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,21,22
2795,2797,0.9804653038448026,2,0,same_sequence_same_split,training/notflip/0051_000000009.jpg,training/notflip/0051_000000011.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,9,11
2365,2366,0.9804255989011396,1,2,same_sequence_same_split,training/notflip/0033_000000017.jpg,training/notflip/0033_000000018.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,17,18
2118,2119,0.980408239320755,0,2,same_sequence_same_split,training/notflip/0021_000000023.jpg,training/notflip/0021_000000025.jpg,notflip__0021,notflip__0021,training,training,notflip,notflip,23,25
584,2937,0.980389317556896,0,0,same_sequence_cross_split,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000026.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,27,26
2793,2794,0.9803407758912471,4,0,same_sequence_same_split,training/notflip/0051_000000007.jpg,training/notflip/0051_000000008.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,7,8
521,2609,0.9803195124249731,1,0,same_sequence_cross_split,testing/notflip/0043_000000024.jpg,training/notflip/0043_000000025.jpg,notflip__0043,notflip__0043,testing,training,notflip,notflip,24,25
2632,2634,0.980308372172918,1,2,same_sequence_same_split,training/notflip/0044_000000021.jpg,training/notflip/0044_000000023.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,21,23
2147,2148,0.980298999658059,2,2,same_sequence_same_split,training/notflip/0024_000000003.jpg,training/notflip/0024_000000005.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,3,5
2372,2373,0.9802766007130428,0,2,same_sequence_same_split,training/notflip/0033_000000026.jpg,training/notflip/0033_000000028.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,26,28
2751,2753,0.9802673854747989,1,0,same_sequence_same_split,training/notflip/0049_000000017.jpg,training/notflip/0049_000000020.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,17,20
2282,2285,0.980249127096931,1,0,same_sequence_same_split,training/notflip/0029_000000027.jpg,training/notflip/0029_000000030.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,27,30
545,2725,0.9802310092201204,1,0,same_sequence_cross_split,testing/notflip/0048_000000015.jpg,training/notflip/0048_000000014.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,15,14
2090,2091,0.9802032529982904,0,0,same_sequence_same_split,training/notflip/0019_000000020.jpg,training/notflip/0019_000000021.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,20,21
1815,1816,0.9801827736634824,1,0,same_sequence_same_split,training/notflip/0003_000000011.jpg,training/notflip/0003_000000012.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,11,12
473,2456,0.9801267381261107,0,4,same_sequence_cross_split,testing/notflip/0037_000000010.jpg,training/notflip/0037_000000011.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,10,11
581,2927,0.9801151173579769,1,0,same_sequence_cross_split,testing/notflip/0056_000000013.jpg,training/notflip/0056_000000014.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,13,14
2143,2144,0.9800821966057184,1,0,same_sequence_same_split,training/notflip/0023_000000026.jpg,training/notflip/0023_000000027.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,26,27
573,2884,0.9800749149926425,2,0,same_sequence_cross_split,testing/notflip/0054_000000023.jpg,training/notflip/0054_000000022.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,23,22
1800,1802,0.9800531976721958,0,2,same_sequence_same_split,training/notflip/0002_000000022.jpg,training/notflip/0002_000000024.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,22,24
2931,2933,0.9800455934784548,1,0,same_sequence_same_split,training/notflip/0056_000000018.jpg,training/notflip/0056_000000020.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,18,20
1992,1993,0.9799994846899743,1,0,same_sequence_same_split,training/notflip/0010_000000018.jpg,training/notflip/0010_000000019.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,18,19
1105,1106,0.9799271361423013,1,0,same_sequence_same_split,training/flip/0029_000000007.jpg,training/flip/0029_000000008.jpg,flip__0029,flip__0029,training,training,flip,flip,7,8
1849,1850,0.9798678919806199,2,2,same_sequence_same_split,training/notflip/0004_000000026.jpg,training/notflip/0004_000000027.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,26,27
300,1803,0.9798498509548482,0,0,same_sequence_cross_split,testing/notflip/0002_000000026.jpg,training/notflip/0002_000000025.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,26,25
2181,2182,0.9798478683974698,2,0,same_sequence_same_split,training/notflip/0025_000000019.jpg,training/notflip/0025_000000020.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,19,20
1967,1968,0.9798449147446118,1,2,same_sequence_same_split,training/notflip/0009_000000020.jpg,training/notflip/0009_000000021.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,20,21
397,2182,0.9798432446271603,3,2,same_sequence_cross_split,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000020.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,25,20
2098,2099,0.9797759632270486,1,2,same_sequence_same_split,training/notflip/0020_000000001.jpg,training/notflip/0020_000000002.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,1,2
435,2319,0.9797530875899046,1,0,same_sequence_cross_split,testing/notflip/0031_000000017.jpg,training/notflip/0031_000000018.jpg,notflip__0031,notflip__0031,testing,training,notflip,notflip,17,18
